Age,Nationality,Value,Wage,Preferred Foot,Weak Foot,Skill Moves,International Reputation,Real Face,Position,Likes,Dislikes,Following,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive Awareness,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Growth,tier
20,Portugal,1700000.0,6.0,Right,3,3,1,Yes,MF,78,4,561,54.0,60.0,34.0,69.0,54.0,71.0,63.0,50.0,61.0,72.0,74.0,70.0,77.0,63.0,83.0,68.0,50.0,63.0,42.0,69.0,53.0,46.0,63.0,64.0,48.0,62.0,41.0,47.0,44.0,12.0,11.0,8.0,12.0,6.0,13,Others
24,Poland,11000000.0,41.0,Right,3,2,1,Yes,DF,41,2,210,44.0,19.0,76.0,65.0,20.0,50.0,23.0,26.0,55.0,59.0,55.0,68.0,56.0,79.0,61.0,25.0,80.0,69.0,77.0,23.0,78.0,82.0,26.0,52.0,32.0,62.0,79.0,79.0,75.0,11.0,13.0,16.0,7.0,9.0,6,Others
21,England,1600000.0,5.0,Left,3,3,1,No,DF,35,2,306,64.0,34.0,61.0,63.0,35.0,67.0,44.0,42.0,56.0,69.0,72.0,75.0,63.0,61.0,62.0,50.0,60.0,70.0,74.0,39.0,64.0,66.0,60.0,55.0,45.0,67.0,67.0,68.0,67.0,7.0,8.0,8.0,11.0,12.0,11,Others
31,DR Congo,6000000.0,68.0,Right,3,5,2,Yes,ST,49,2,272,72.0,66.0,69.0,71.0,56.0,80.0,65.0,49.0,65.0,81.0,77.0,80.0,75.0,73.0,68.0,80.0,85.0,68.0,79.0,68.0,76.0,31.0,73.0,68.0,65.0,75.0,29.0,34.0,17.0,8.0,9.0,12.0,14.0,6.0,0,Others
23,Nigeria,8000000.0,56.0,Left,3,4,1,Yes,ST,207,6,2484,49.0,74.0,62.0,70.0,73.0,75.0,73.0,64.0,63.0,76.0,76.0,79.0,73.0,74.0,69.0,74.0,55.0,67.0,70.0,74.0,70.0,21.0,79.0,67.0,73.0,69.0,28.0,25.0,23.0,8.0,7.0,7.0,11.0,15.0,6,Others
26,England,12000000.0,36.0,Left,2,2,1,Yes,DF,16,1,80,71.0,35.0,76.0,71.0,30.0,62.0,47.0,32.0,64.0,67.0,59.0,65.0,54.0,78.0,48.0,41.0,81.0,79.0,83.0,40.0,82.0,79.0,42.0,58.0,34.0,67.0,80.0,79.0,74.0,9.0,12.0,7.0,6.0,12.0,4,Others
29,Spain,14500000.0,96.0,Left,3,3,2,Yes,DF,32,10,212,83.0,71.0,83.0,83.0,76.0,78.0,85.0,86.0,71.0,83.0,67.0,63.0,64.0,82.0,57.0,84.0,73.0,91.0,76.0,77.0,75.0,74.0,77.0,67.0,64.0,75.0,73.0,81.0,78.0,9.0,7.0,13.0,9.0,12.0,0,Top 3
24,Spain,5500000.0,51.0,Right,4,3,2,No,ST,64,7,667,65.0,72.0,62.0,68.0,74.0,77.0,81.0,77.0,59.0,79.0,70.0,64.0,77.0,73.0,75.0,84.0,67.0,55.0,66.0,76.0,62.0,33.0,77.0,56.0,69.0,65.0,25.0,25.0,24.0,12.0,16.0,10.0,6.0,8.0,4,Others
23,Netherlands,9000000.0,14.0,Right,4,4,1,Yes,ST,30,1,160,72.0,73.0,44.0,70.0,55.0,80.0,76.0,57.0,64.0,78.0,82.0,77.0,78.0,66.0,74.0,79.0,61.0,74.0,67.0,74.0,55.0,32.0,,68.0,44.0,73.0,35.0,52.0,47.0,15.0,8.0,10.0,8.0,14.0,5,Others
32,Spain,10000000.0,110.0,Left,3,4,3,Yes,MF,46,9,152,79.0,70.0,56.0,84.0,71.0,80.0,85.0,84.0,78.0,85.0,61.0,56.0,77.0,81.0,89.0,74.0,61.0,60.0,34.0,69.0,46.0,39.0,82.0,83.0,80.0,85.0,38.0,31.0,21.0,9.0,10.0,14.0,5.0,8.0,0,ManUtd
23,England,4300000.0,19.0,Left,3,3,1,No,DF,11,1,66,64.0,41.0,66.0,67.0,41.0,74.0,42.0,38.0,66.0,73.0,77.0,79.0,69.0,69.0,68.0,62.0,71.0,69.0,66.0,36.0,63.0,68.0,66.0,62.0,50.0,63.0,64.0,74.0,69.0,12.0,11.0,8.0,13.0,9.0,9,Others
21,Romania,3800000.0,21.0,Right,2,2,1,No,MF,23,1,77,22.0,35.0,41.0,73.0,21.0,35.0,21.0,64.0,68.0,68.0,64.0,57.0,62.0,67.0,32.0,79.0,74.0,68.0,83.0,67.0,59.0,71.0,28.0,62.0,30.0,60.0,73.0,73.0,68.0,7.0,5.0,10.0,6.0,10.0,11,Others
19,England,800000.0,9.0,Right,4,3,1,No,ST,20,0,99,45.0,66.0,60.0,54.0,60.0,58.0,55.0,51.0,44.0,59.0,75.0,75.0,66.0,60.0,66.0,64.0,60.0,55.0,62.0,60.0,58.0,21.0,63.0,52.0,64.0,65.0,19.0,24.0,19.0,13.0,10.0,14.0,11.0,9.0,18,Others
28,England,6000000.0,79.0,Right,3,2,2,Yes,DF,33,21,187,58.0,44.0,77.0,69.0,49.0,57.0,38.0,35.0,66.0,54.0,51.0,54.0,52.0,74.0,50.0,68.0,80.0,53.0,77.0,49.0,85.0,78.0,42.0,54.0,50.0,62.0,74.0,76.0,77.0,10.0,8.0,6.0,16.0,11.0,0,ManUtd
27,England,7000000.0,44.0,Left,3,3,1,Yes,DF,39,8,244,70.0,37.0,74.0,68.0,34.0,68.0,53.0,37.0,70.0,66.0,62.0,69.0,55.0,76.0,45.0,61.0,66.0,72.0,83.0,42.0,84.0,73.0,53.0,57.0,45.0,71.0,75.0,75.0,74.0,7.0,10.0,13.0,7.0,15.0,3,Others
22,Croatia,7000000.0,46.0,Right,3,2,1,No,DF,26,0,177,33.0,38.0,75.0,68.0,19.0,52.0,44.0,54.0,68.0,60.0,61.0,68.0,53.0,70.0,42.0,74.0,77.0,76.0,81.0,38.0,77.0,74.0,37.0,54.0,42.0,75.0,73.0,73.0,73.0,15.0,8.0,6.0,10.0,8.0,7,Others
24,England,9000000.0,40.0,Left,2,3,1,Yes,DF,43,2,466,81.0,40.0,60.0,73.0,40.0,69.0,77.0,62.0,62.0,74.0,70.0,74.0,69.0,74.0,63.0,65.0,61.0,78.0,65.0,38.0,63.0,77.0,62.0,62.0,51.0,65.0,73.0,74.0,71.0,10.0,15.0,8.0,11.0,14.0,5,Others
31,Nigeria,8000000.0,100.0,Right,3,4,1,Yes,ST,29,9,74,66.0,80.0,71.0,70.0,76.0,77.0,64.0,55.0,55.0,78.0,,,,75.0,,81.0,75.0,68.0,84.0,72.0,74.0,32.0,77.0,67.0,75.0,73.0,37.0,45.0,41.0,9.0,11.0,13.0,16.0,8.0,0,ManUtd
34,England,7000000.0,94.0,Right,4,3,2,Yes,MF,42,5,140,86.0,62.0,66.0,84.0,76.0,77.0,81.0,75.0,81.0,80.0,62.0,54.0,70.0,84.0,73.0,82.0,62.0,87.0,70.0,70.0,85.0,79.0,72.0,79.0,89.0,86.0,77.0,80.0,79.0,12.0,9.0,10.0,8.0,6.0,0,Top 3
31,Portugal,6500000.0,66.0,Right,4,3,3,Yes,MF,31,1,192,74.0,67.0,61.0,79.0,70.0,76.0,79.0,74.0,78.0,79.0,53.0,53.0,66.0,75.0,67.0,79.0,51.0,69.0,63.0,77.0,79.0,76.0,71.0,77.0,82.0,78.0,60.0,75.0,70.0,15.0,6.0,8.0,10.0,7.0,0,Others
25,England,8000000.0,55.0,Right,3,2,1,Yes,DF,73,8,772,69.0,54.0,73.0,76.0,47.0,66.0,60.0,49.0,70.0,75.0,64.0,68.0,60.0,72.0,66.0,60.0,71.0,74.0,77.0,58.0,77.0,76.0,54.0,63.0,54.0,64.0,74.0,78.0,74.0,11.0,14.0,12.0,7.0,12.0,5,Others
22,United States,1500000.0,22.0,Right,3,2,1,Yes,DF,76,7,1219,40.0,17.0,67.0,69.0,26.0,44.0,27.0,30.0,66.0,57.0,61.0,64.0,53.0,65.0,60.0,36.0,72.0,55.0,79.0,16.0,62.0,66.0,27.0,41.0,38.0,60.0,67.0,71.0,68.0,13.0,6.0,8.0,16.0,10.0,12,Others
24,England,8500000.0,55.0,Right,3,4,1,Yes,MF,86,3,967,67.0,65.0,31.0,69.0,54.0,83.0,68.0,60.0,60.0,78.0,89.0,86.0,87.0,70.0,75.0,80.0,51.0,66.0,56.0,68.0,41.0,25.0,69.0,69.0,58.0,60.0,42.0,45.0,31.0,6.0,11.0,11.0,13.0,10.0,4,Others
19,Portugal,1000000.0,5.0,Left,3,2,1,Yes,DF,10,2,35,25.0,24.0,66.0,55.0,28.0,44.0,30.0,31.0,36.0,52.0,52.0,51.0,46.0,62.0,46.0,41.0,71.0,61.0,79.0,28.0,73.0,61.0,29.0,28.0,40.0,63.0,64.0,69.0,66.0,10.0,7.0,14.0,14.0,7.0,12,Others
25,Scotland,10000000.0,49.0,Left,4,3,1,Yes,MF,34,2,141,64.0,71.0,59.0,76.0,71.0,80.0,66.0,61.0,75.0,75.0,73.0,68.0,77.0,75.0,79.0,72.0,75.0,89.0,76.0,73.0,76.0,73.0,72.0,75.0,55.0,64.0,69.0,75.0,69.0,9.0,13.0,12.0,10.0,12.0,5,Others
27,Bosnia Herzegovina,10500000.0,69.0,Left,2,3,2,Yes,DF,63,12,445,74.0,57.0,74.0,78.0,55.0,75.0,61.0,42.0,62.0,76.0,69.0,77.0,60.0,72.0,55.0,82.0,79.0,78.0,90.0,58.0,93.0,70.0,73.0,74.0,54.0,72.0,71.0,79.0,77.0,15.0,9.0,16.0,7.0,9.0,1,Others
29,Germany,25000000.0,160.0,Right,4,4,3,Yes,MF,79,7,529,78.0,71.0,50.0,88.0,75.0,84.0,85.0,74.0,85.0,88.0,66.0,66.0,77.0,85.0,77.0,77.0,61.0,69.0,73.0,74.0,70.0,77.0,78.0,86.0,80.0,87.0,75.0,74.0,67.0,11.0,14.0,5.0,5.0,13.0,0,Top 3
22,England,7000000.0,46.0,Right,3,2,1,Yes,MF,39,9,209,43.0,37.0,64.0,73.0,42.0,64.0,47.0,51.0,64.0,68.0,72.0,67.0,74.0,65.0,71.0,63.0,69.0,76.0,72.0,38.0,88.0,75.0,53.0,60.0,45.0,64.0,77.0,79.0,78.0,9.0,14.0,8.0,10.0,11.0,5,Others
28,Cameroon,25500000.0,115.0,Right,2,2,2,Yes,DF,37,4,335,54.0,36.0,84.0,77.0,50.0,69.0,63.0,22.0,74.0,72.0,51.0,67.0,51.0,84.0,42.0,66.0,75.0,69.0,80.0,48.0,84.0,86.0,48.0,72.0,42.0,79.0,85.0,86.0,80.0,11.0,15.0,10.0,7.0,10.0,1,Top 3
23,England,9000000.0,13.0,Right,4,3,1,Yes,MF,75,4,1165,70.0,61.0,50.0,79.0,57.0,77.0,71.0,65.0,79.0,78.0,71.0,67.0,77.0,73.0,83.0,66.0,68.0,72.0,61.0,65.0,78.0,69.0,68.0,76.0,61.0,74.0,64.0,72.0,68.0,6.0,15.0,12.0,15.0,13.0,5,Others
17,France,170000.0,0.0,Left,3,2,1,No,DF,1,0,3,33.0,29.0,54.0,41.0,28.0,31.0,36.0,28.0,36.0,37.0,57.0,59.0,45.0,48.0,45.0,45.0,57.0,55.0,59.0,23.0,57.0,57.0,31.0,37.0,40.0,50.0,55.0,62.0,59.0,14.0,11.0,6.0,14.0,9.0,20,Top 3
36,Serbia,3000000.0,61.0,Right,3,2,3,No,DF,25,5,73,72.0,57.0,85.0,71.0,48.0,58.0,70.0,48.0,76.0,66.0,63.0,61.0,57.0,76.0,47.0,73.0,83.0,78.0,85.0,62.0,86.0,79.0,61.0,57.0,58.0,81.0,81.0,82.0,82.0,15.0,9.0,13.0,11.0,13.0,0,Others
33,France,8000000.0,96.0,Left,3,3,3,Yes,ST,59,17,158,64.0,82.0,90.0,75.0,81.0,69.0,70.0,65.0,58.0,81.0,40.0,39.0,54.0,81.0,53.0,84.0,82.0,54.0,88.0,66.0,76.0,42.0,82.0,77.0,83.0,79.0,37.0,37.0,20.0,12.0,15.0,11.0,6.0,5.0,0,Top 3
18,England,475000.0,4.0,Right,3,2,1,No,DF,1,0,6,62.0,29.0,54.0,53.0,30.0,56.0,34.0,31.0,47.0,59.0,79.0,78.0,68.0,55.0,75.0,42.0,60.0,64.0,59.0,33.0,56.0,52.0,57.0,45.0,42.0,45.0,48.0,60.0,57.0,13.0,8.0,8.0,13.0,10.0,20,Others
31,Slovakia,16500000.0,47.0,Right,2,1,1,Yes,GK,16,1,32,12.0,10.0,12.0,48.0,11.0,19.0,15.0,13.0,45.0,35.0,49.0,44.0,47.0,77.0,60.0,61.0,75.0,40.0,60.0,17.0,28.0,25.0,12.0,55.0,20.0,59.0,19.0,15.0,14.0,79.0,80.0,81.0,82.0,86.0,0,Others
23,England,8000000.0,36.0,Right,4,3,1,Yes,DF,36,2,201,75.0,35.0,62.0,71.0,25.0,74.0,54.0,31.0,62.0,71.0,76.0,74.0,72.0,72.0,79.0,38.0,75.0,73.0,59.0,41.0,70.0,72.0,57.0,64.0,32.0,68.0,71.0,76.0,73.0,9.0,8.0,7.0,11.0,12.0,5,Others
24,Germany,10000000.0,42.0,Right,4,4,2,Yes,MF,197,11,1873,76.0,63.0,37.0,79.0,60.0,78.0,76.0,74.0,75.0,79.0,75.0,61.0,88.0,75.0,88.0,60.0,60.0,76.0,51.0,60.0,80.0,70.0,72.0,76.0,60.0,77.0,69.0,66.0,62.0,8.0,12.0,13.0,11.0,14.0,3,Others
26,DR Congo,9500000.0,37.0,Left,2,4,1,Yes,DF,63,2,811,77.0,55.0,63.0,75.0,61.0,82.0,71.0,48.0,69.0,78.0,83.0,84.0,77.0,74.0,79.0,75.0,70.0,78.0,68.0,71.0,65.0,69.0,65.0,71.0,49.0,75.0,66.0,75.0,74.0,8.0,7.0,10.0,7.0,7.0,2,Others
32,Republic of Ireland,4500000.0,33.0,Right,3,3,1,Yes,ST,5,2,12,63.0,73.0,71.0,78.0,70.0,77.0,68.0,65.0,68.0,78.0,64.0,66.0,73.0,78.0,76.0,72.0,74.0,69.0,71.0,67.0,57.0,25.0,76.0,76.0,78.0,76.0,36.0,27.0,19.0,15.0,7.0,10.0,10.0,9.0,0,Others
20,England,800000.0,12.0,Left,2,2,1,No,DF,3,1,21,58.0,31.0,55.0,60.0,27.0,58.0,32.0,30.0,52.0,56.0,79.0,78.0,70.0,60.0,72.0,24.0,63.0,65.0,54.0,30.0,55.0,59.0,47.0,33.0,42.0,54.0,58.0,62.0,59.0,13.0,6.0,9.0,10.0,13.0,13,Others
27,England,15000000.0,59.0,Right,4,2,1,Yes,DF,34,3,131,59.0,40.0,82.0,74.0,40.0,61.0,54.0,53.0,73.0,68.0,55.0,63.0,55.0,79.0,53.0,63.0,82.0,69.0,82.0,38.0,85.0,82.0,43.0,65.0,52.0,78.0,81.0,82.0,79.0,14.0,8.0,12.0,9.0,7.0,1,Others
33,England,3600000.0,50.0,Right,3,1,3,No,GK,41,7,146,14.0,14.0,10.0,34.0,19.0,23.0,17.0,13.0,35.0,20.0,56.0,60.0,50.0,69.0,32.0,49.0,69.0,28.0,61.0,19.0,36.0,25.0,14.0,42.0,30.0,58.0,16.0,14.0,13.0,72.0,75.0,65.0,74.0,77.0,0,Others
27,England,9000000.0,33.0,Right,3,3,1,Yes,DF,6,0,19,73.0,50.0,55.0,71.0,33.0,75.0,54.0,37.0,58.0,72.0,79.0,78.0,78.0,75.0,73.0,46.0,82.0,84.0,67.0,44.0,75.0,74.0,58.0,60.0,45.0,64.0,73.0,76.0,72.0,13.0,13.0,6.0,10.0,15.0,1,Others
23,Spain,5500000.0,65.0,Right,3,3,1,Yes,MF,33,2,417,60.0,69.0,51.0,79.0,56.0,73.0,70.0,69.0,76.0,77.0,68.0,64.0,73.0,70.0,81.0,72.0,61.0,67.0,50.0,70.0,56.0,62.0,67.0,73.0,54.0,74.0,57.0,63.0,57.0,16.0,8.0,9.0,10.0,7.0,7,Top 3
26,Belgium,9000000.0,66.0,Right,4,4,2,Yes,MF,58,4,561,74.0,66.0,62.0,81.0,70.0,79.0,75.0,67.0,77.0,79.0,68.0,67.0,74.0,74.0,67.0,73.0,65.0,70.0,60.0,76.0,64.0,61.0,76.0,77.0,56.0,79.0,58.0,63.0,60.0,6.0,6.0,10.0,14.0,10.0,2,Others
28,England,7500000.0,39.0,Left,2,3,3,Yes,MF,64,12,397,73.0,61.0,58.0,83.0,64.0,80.0,77.0,71.0,80.0,82.0,68.0,58.0,76.0,75.0,83.0,74.0,66.0,54.0,56.0,70.0,81.0,62.0,76.0,81.0,65.0,80.0,62.0,64.0,65.0,6.0,15.0,15.0,9.0,11.0,0,Others
25,Ghana,4400000.0,47.0,Right,3,3,1,Yes,DF,92,5,976,64.0,46.0,70.0,75.0,68.0,69.0,44.0,32.0,65.0,70.0,64.0,67.0,63.0,69.0,64.0,71.0,77.0,67.0,77.0,59.0,80.0,74.0,47.0,58.0,51.0,69.0,74.0,79.0,73.0,13.0,13.0,13.0,8.0,15.0,3,Others
27,Argentina,12000000.0,43.0,Right,3,4,2,Yes,MF,70,3,714,74.0,70.0,52.0,80.0,61.0,83.0,76.0,76.0,77.0,81.0,78.0,74.0,84.0,72.0,88.0,76.0,75.0,64.0,35.0,75.0,48.0,27.0,73.0,78.0,73.0,77.0,27.0,36.0,25.0,14.0,9.0,6.0,7.0,15.0,1,Others
25,England,10000000.0,35.0,Right,4,2,1,Yes,MF,20,2,133,43.0,48.0,65.0,77.0,35.0,71.0,45.0,38.0,69.0,76.0,59.0,62.0,59.0,77.0,60.0,72.0,69.0,79.0,74.0,61.0,82.0,75.0,69.0,72.0,49.0,75.0,76.0,75.0,78.0,9.0,15.0,8.0,8.0,12.0,3,Others
29,Nigeria,10000000.0,84.0,Right,4,4,2,Yes,MF,31,3,171,76.0,67.0,70.0,76.0,64.0,82.0,75.0,61.0,70.0,81.0,77.0,76.0,75.0,76.0,79.0,74.0,66.0,79.0,68.0,69.0,62.0,73.0,72.0,72.0,75.0,75.0,74.0,74.0,71.0,9.0,7.0,8.0,16.0,16.0,0,Top 3
28,Switzerland,10500000.0,41.0,Right,4,2,2,Yes,DF,95,4,762,65.0,63.0,80.0,75.0,61.0,68.0,65.0,66.0,76.0,73.0,60.0,61.0,64.0,77.0,64.0,78.0,88.0,75.0,78.0,73.0,71.0,80.0,63.0,69.0,78.0,80.0,78.0,80.0,78.0,8.0,9.0,11.0,10.0,15.0,2,Others
26,England,10000000.0,37.0,Right,3,2,1,Yes,DF,35,4,362,46.0,23.0,79.0,65.0,33.0,50.0,29.0,16.0,57.0,64.0,55.0,60.0,67.0,75.0,51.0,40.0,85.0,69.0,84.0,27.0,83.0,78.0,23.0,40.0,19.0,73.0,79.0,77.0,76.0,10.0,15.0,7.0,10.0,15.0,4,Others
28,Republic of Ireland,6500000.0,37.0,Right,3,3,1,Yes,MF,12,0,73,72.0,66.0,68.0,77.0,68.0,78.0,72.0,64.0,75.0,75.0,69.0,66.0,66.0,75.0,74.0,74.0,74.0,79.0,73.0,68.0,75.0,70.0,74.0,74.0,63.0,74.0,73.0,69.0,67.0,12.0,6.0,9.0,9.0,14.0,0,Others
24,Denmark,9000000.0,13.0,Left,3,3,1,Yes,MF,51,5,357,60.0,64.0,74.0,76.0,68.0,75.0,74.0,68.0,77.0,75.0,55.0,59.0,54.0,80.0,49.0,84.0,61.0,86.0,82.0,70.0,82.0,83.0,64.0,68.0,52.0,74.0,75.0,81.0,74.0,11.0,7.0,10.0,14.0,13.0,6,Others
29,England,10500000.0,85.0,Left,3,3,3,Yes,DF,23,4,208,77.0,57.0,64.0,75.0,60.0,76.0,66.0,57.0,66.0,79.0,76.0,74.0,69.0,79.0,78.0,68.0,77.0,68.0,68.0,62.0,87.0,77.0,65.0,72.0,57.0,75.0,78.0,79.0,81.0,10.0,11.0,8.0,13.0,13.0,0,Others
26,England,9000000.0,34.0,Right,5,3,1,Yes,MF,9,1,63,52.0,72.0,63.0,77.0,48.0,69.0,71.0,54.0,76.0,75.0,65.0,64.0,68.0,78.0,58.0,73.0,58.0,84.0,66.0,67.0,78.0,76.0,77.0,76.0,46.0,72.0,70.0,72.0,72.0,14.0,6.0,6.0,9.0,8.0,2,Others
20,Wales,1100000.0,20.0,Right,2,3,1,Yes,MF,14,0,129,62.0,55.0,38.0,69.0,38.0,69.0,51.0,42.0,66.0,70.0,72.0,75.0,70.0,67.0,69.0,54.0,68.0,78.0,69.0,49.0,68.0,63.0,64.0,65.0,45.0,67.0,59.0,58.0,57.0,13.0,6.0,11.0,12.0,11.0,12,Top 3
23,Netherlands,1400000.0,34.0,Right,3,2,1,Yes,DF,48,1,279,32.0,23.0,68.0,73.0,28.0,71.0,62.0,70.0,71.0,70.0,64.0,64.0,65.0,62.0,53.0,63.0,69.0,61.0,73.0,52.0,66.0,65.0,40.0,66.0,46.0,73.0,69.0,74.0,68.0,12.0,13.0,15.0,13.0,11.0,8,Top 3
29,Spain,3000000.0,41.0,Left,2,3,1,Yes,ST,7,0,36,73.0,71.0,43.0,69.0,43.0,73.0,74.0,69.0,70.0,78.0,70.0,68.0,77.0,68.0,69.0,66.0,48.0,62.0,61.0,68.0,49.0,29.0,71.0,76.0,64.0,66.0,39.0,26.0,16.0,14.0,14.0,13.0,6.0,8.0,0,Others
19,Northern Ireland,750000.0,8.0,Right,3,2,1,No,MF,10,2,46,50.0,49.0,40.0,66.0,54.0,61.0,55.0,44.0,67.0,65.0,69.0,65.0,75.0,65.0,76.0,68.0,55.0,63.0,54.0,67.0,63.0,57.0,50.0,61.0,35.0,65.0,62.0,61.0,60.0,10.0,14.0,7.0,8.0,8.0,18,ManUtd
30,England,7000000.0,37.0,Left,3,3,2,Yes,DF,16,1,89,79.0,54.0,65.0,76.0,48.0,76.0,77.0,70.0,69.0,74.0,73.0,68.0,73.0,74.0,81.0,71.0,84.0,68.0,61.0,66.0,73.0,75.0,60.0,68.0,59.0,71.0,74.0,78.0,79.0,14.0,7.0,9.0,9.0,12.0,0,Others
29,Republic of Ireland,8500000.0,37.0,Left,2,3,1,Yes,DF,6,2,14,78.0,43.0,56.0,69.0,24.0,77.0,70.0,53.0,58.0,74.0,73.0,76.0,67.0,77.0,66.0,57.0,65.0,85.0,73.0,38.0,64.0,76.0,57.0,57.0,52.0,65.0,78.0,76.0,68.0,9.0,16.0,8.0,7.0,15.0,0,Others
25,Egypt,8000000.0,50.0,Right,5,4,3,Yes,ST,32,2,109,75.0,75.0,42.0,76.0,63.0,80.0,63.0,63.0,72.0,78.0,79.0,82.0,78.0,67.0,70.0,76.0,65.0,78.0,67.0,76.0,45.0,22.0,69.0,65.0,74.0,74.0,39.0,39.0,27.0,8.0,10.0,15.0,10.0,7.0,1,Others
27,Netherlands,7500000.0,67.0,Right,4,3,2,Yes,MF,55,4,468,71.0,76.0,74.0,82.0,74.0,75.0,66.0,69.0,79.0,80.0,62.0,64.0,68.0,71.0,59.0,79.0,74.0,50.0,71.0,76.0,69.0,60.0,76.0,75.0,84.0,83.0,71.0,73.0,68.0,7.0,11.0,13.0,13.0,14.0,1,Top 3
28,Germany,10500000.0,72.0,Right,2,2,3,Yes,DF,61,22,628,53.0,58.0,81.0,75.0,51.0,53.0,55.0,47.0,69.0,70.0,55.0,61.0,63.0,76.0,67.0,66.0,81.0,68.0,78.0,52.0,87.0,75.0,49.0,55.0,54.0,73.0,74.0,79.0,78.0,11.0,9.0,15.0,10.0,6.0,2,Others
26,Spain,8500000.0,34.0,Right,3,3,1,Yes,DF,32,3,439,75.0,32.0,64.0,71.0,37.0,72.0,72.0,46.0,62.0,75.0,75.0,72.0,71.0,71.0,69.0,69.0,67.0,78.0,60.0,44.0,68.0,74.0,66.0,39.0,46.0,64.0,75.0,75.0,74.0,14.0,7.0,14.0,12.0,13.0,3,Others
27,Republic of Ireland,11000000.0,36.0,Right,3,2,1,Yes,DF,4,0,46,32.0,43.0,76.0,72.0,50.0,55.0,36.0,29.0,69.0,68.0,62.0,65.0,60.0,81.0,66.0,62.0,77.0,69.0,80.0,41.0,79.0,81.0,38.0,44.0,42.0,65.0,80.0,80.0,76.0,15.0,10.0,9.0,8.0,6.0,2,Others
33,Denmark,17000000.0,90.0,Right,3,1,2,Yes,GK,50,4,139,18.0,12.0,16.0,44.0,15.0,12.0,13.0,15.0,46.0,40.0,50.0,58.0,61.0,81.0,47.0,62.0,60.0,34.0,64.0,14.0,35.0,20.0,13.0,59.0,26.0,67.0,14.0,14.0,13.0,82.0,77.0,83.0,79.0,89.0,0,Others
24,Argentina,8000000.0,16.0,Right,4,3,1,Yes,ST,19,1,110,65.0,76.0,67.0,68.0,64.0,80.0,43.0,42.0,67.0,77.0,78.0,77.0,76.0,68.0,66.0,74.0,71.0,71.0,72.0,67.0,33.0,12.0,79.0,55.0,69.0,69.0,25.0,18.0,25.0,6.0,14.0,11.0,11.0,10.0,6,Others
16,England,150000.0,1.0,Left,3,2,1,No,MF,3,0,2,52.0,40.0,37.0,50.0,41.0,59.0,47.0,41.0,43.0,58.0,72.0,64.0,62.0,43.0,72.0,53.0,51.0,54.0,45.0,48.0,33.0,16.0,39.0,55.0,51.0,48.0,22.0,29.0,33.0,10.0,8.0,8.0,8.0,9.0,26,Others
25,England,8000000.0,46.0,Left,2,3,1,Yes,DF,15,0,108,77.0,66.0,40.0,74.0,56.0,79.0,70.0,64.0,67.0,76.0,76.0,75.0,76.0,69.0,77.0,74.0,38.0,68.0,60.0,72.0,55.0,35.0,69.0,74.0,55.0,71.0,65.0,59.0,53.0,9.0,11.0,7.0,13.0,15.0,1,Others
30,England,3700000.0,57.0,Right,4,3,2,Yes,MF,20,5,83,64.0,60.0,61.0,76.0,69.0,71.0,72.0,69.0,78.0,76.0,59.0,50.0,67.0,75.0,76.0,77.0,52.0,50.0,63.0,71.0,74.0,72.0,68.0,76.0,53.0,77.0,69.0,71.0,70.0,12.0,6.0,8.0,9.0,12.0,0,Top 3
24,France,7500000.0,29.0,Right,3,3,1,Yes,ST,15,1,108,54.0,76.0,68.0,61.0,66.0,75.0,62.0,41.0,44.0,73.0,79.0,80.0,72.0,72.0,68.0,76.0,67.0,68.0,77.0,73.0,44.0,22.0,74.0,56.0,70.0,62.0,19.0,20.0,17.0,12.0,14.0,13.0,6.0,16.0,4,Others
27,Denmark,9000000.0,48.0,Right,4,2,2,Yes,DF,24,2,294,46.0,34.0,84.0,67.0,28.0,45.0,41.0,52.0,73.0,57.0,32.0,34.0,29.0,73.0,28.0,83.0,60.0,54.0,90.0,47.0,84.0,78.0,46.0,60.0,59.0,70.0,76.0,78.0,75.0,16.0,11.0,11.0,15.0,10.0,1,Others
22,Wales,5500000.0,10.0,Right,3,2,1,Yes,DF,14,3,103,38.0,32.0,73.0,69.0,33.0,58.0,41.0,35.0,63.0,66.0,57.0,64.0,51.0,68.0,64.0,52.0,74.0,68.0,77.0,32.0,74.0,72.0,39.0,53.0,44.0,67.0,73.0,75.0,74.0,10.0,10.0,12.0,14.0,12.0,8,Others
25,France,9000000.0,44.0,Right,2,3,1,Yes,DF,23,0,174,75.0,40.0,72.0,72.0,32.0,66.0,58.0,42.0,64.0,71.0,76.0,75.0,64.0,70.0,73.0,68.0,81.0,78.0,76.0,49.0,78.0,76.0,63.0,63.0,44.0,71.0,71.0,77.0,76.0,8.0,14.0,16.0,13.0,7.0,5,Others
